First Name,Last Name,Gender,Age,Phone,Education,Occupation,Marital Status,Number of Children,Address,Caste,YojanaCardBenefits,YojanaCardBenefitsBankAccountLinked,YojanaCardBenefitsUniqueQRCode,YojanaCardBenefitsBookServiceWithHaqdarshaks,YojanaCardBenefitsSchemeApplicationSupport,YojanaCardBenefitsDigiLockerAccount,YojanaCardBenefitsOffersCashbacks,YojanaCardInterestedInYojanaCardStatus,YojanaCardFeatureBenefitInformation,YojanaCardFeatureBenefitSubsidySchemeInfo,YojanaCardFeatureBenefitAccessToBankingServices,YojanaCardFeatureBenefitYojanaKendra,YojanaCardFeatureBenefitHQHelpline,YojanaCardFeatureBenefitAssistedHQService,YojanaCardFeatureBenefitDigilocker,YojanaCardFeatureBenefitCashbackOffers,YojanaCardFeatureBenefitBankAccountInfo,YojanaCardFeatureBenefitOtherStatus,YojanaCardLoanInterestStatus,YojanaCardInsurance,YojanaCardUnmetNeedsHealthExpenses,YojanaCardUnmetNeedsChildrensEducation,YojanaCardUnmetNeedsMarriageSupport,YojanaCardUnmetNeedsBusinessSupport,YojanaCardUnmetNeedsNone,YojanaCardUnmetNeedsOther,YojanaCardInterestInPayingForYojanaCard,YojanaCardPriceComfortableToAvailYojanaCard,YojanaCardAcceptanceOfFreeYojanaCard
Freddie,Thomas,Male,50,424-5805-70,Illiterate,Lawyer,Married,1,Lucknow,OBC,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1
Emma,Campbell,Female,47,360-6083-92,Post graduation,Civil Engineer,Single,0,Patna,OBC,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0
Owen,Anderson,Male,50,769-2434-78,Secondary,Lawyer,Married,4,Chennai,NT/DNT,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1
David,Rogers,Male,45,958-1182-28,Secondary,Production Engineer,Married,1,Mumbai,ST,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1
Paige,Brooks,Female,40,187-9782-85,Post graduation,Doctor,Married,5,Kochi,NT/DNT,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1
Amanda,Allen,Female,47,441-2661-99,Secondary,Plumber,Married,5,Chennai,Prefer Not to say,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
Freddie,Mitchell,Male,42,890-5908-79,Secondary,Software Developer,Single,1,Kolkata,ST,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1
Victoria,Parker,Female,46,312-9024-40,Post graduation,Police,Single,1,Chennai,OBC,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0
Alexia,Andrews,Female,40,648-8783-02,Graduation,Business,Single,2,Patna,Prefer Not to say,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1
Valeria,Gibson,Female,44,039-8542-72,Post graduation,Pharmacist,Single,3,Bangalore,OBC,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0
Dominik,Murray,Male,43,627-5635-78,Secondary,Doctor,Single,2,Lucknow,Prefer Not to say,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1
Dexter,Miller,Male,46,380-5806-99,Post graduation,Civil Engineer,Married,2,Kolkata,General,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1
Richard,Allen,Male,47,657-4421-41,Senior Secondary,Pharmacist,Single,2,Patna,NT/DNT,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1
Sophia,Bennett,Female,42,373-2659-75,Post graduation,Business,Single,4,Kochi,SC,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1
Miranda,Evans,Female,45,040-8133-39,Secondary,Accountant,Married,5,Delhi,General,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0
Briony,Carroll,Female,42,083-5254-00,Primary,Doctor,Single,4,Hyderabad,OBC,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1
Alexander,Baker,Male,41,475-9582-44,Primary,Architect,Single,3,Lucknow,NT/DNT,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1
Alberta,Barrett,Female,41,360-9880-11,Secondary,Software Developer,Married,1,Kochi,General,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0
Byron,Casey,Male,49,260-1318-17,Secondary,Doctor,Single,5,Kolkata,OBC,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0
Carina,Dixon,Female,48,038-6369-39,Post graduation,Doctor,Married,0,Kochi,General,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1
Sabrina,Clark,Female,41,364-5208-08,Post graduation,Software Developer,Married,3,Delhi,General,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0
Miley,Holmes,Female,43,888-3875-57,Senior Secondary,Pharmacist,Single,5,Delhi,OBC,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
Sienna,Cole,Female,47,083-2290-86,Graduation,Lawyer,Single,0,Lucknow,ST,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1
Adam,Cunningham,Male,47,839-7293-80,Secondary,Data Analyst,Married,5,Kolkata,SC,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1
Lucia,Riley,Female,49,769-9129-26,Illiterate,Clerk,Single,1,Lucknow,NT/DNT,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1
Samantha,Cole,Female,43,049-5214-50,Graduation,Business,Single,2,Mumbai,ST,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0
Sarah,Kelley,Female,42,951-1131-71,Illiterate,Lawyer,Married,1,Mumbai,General,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1
Daniel,Richardson,Male,40,545-7043-88,Secondary,Doctor,Single,0,Hyderabad,Prefer Not to say,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1
Antony,Farrell,Male,44,395-2192-36,Senior Secondary,Lawyer,Single,5,Hyderabad,General,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0
Jared,Cunningham,Male,41,162-0404-65,Post graduation,Architect,Single,5,Kochi,NT/DNT,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1
Natalie,Hawkins,Female,44,098-1615-97,Secondary,Mechanic,Married,4,Chennai,General,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1
Elise,Lloyd,Female,42,163-3839-31,Senior Secondary,Civil Engineer,Single,0,Mumbai,SC,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1
Edith,Evans,Female,46,996-3207-39,Senior Secondary,Software Developer,Married,5,Lucknow,General,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1
Adrianna,Owens,Female,40,700-9185-62,Graduation,Police,Married,2,Patna,SC,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1
Ellia,Hall,Female,42,764-8718-80,Post graduation,Production Engineer,Single,1,Delhi,ST,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Vivian,Bailey,Female,50,857-4311-89,Graduation,Police,Single,2,Patna,Prefer Not to say,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0
Alina,Farrell,Female,46,715-2849-85,Primary,Pharmacist,Single,1,Patna,OBC,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1
Chloe,Hall,Female,43,184-0515-67,Illiterate,Plumber,Single,5,Kolkata,General,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1
Abigail,Payne,Female,45,778-9309-10,Graduation,Mechanic,Single,1,Delhi,SC,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1
Jessica,Murray,Female,46,923-6264-15,Primary,Police,Married,4,Raipur,ST,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1
Marcus,Wilson,Male,45,752-6128-00,Secondary,Plumber,Single,4,Lucknow,General,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0
Alford,Carroll,Male,40,781-9174-98,Graduation,Plumber,Married,3,Hyderabad,General,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1
Edgar,Harrison,Male,41,045-1720-08,Primary,Pharmacist,Single,5,Mumbai,SC,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
Stella,Craig,Female,48,917-7797-21,Primary,Lawyer,Married,2,Kochi,NT/DNT,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0
Miranda,Turner,Female,48,344-1345-31,Graduation,Clerk,Married,5,Lucknow,SC,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0
Honey,Walker,Female,46,303-7961-82,Illiterate,Architect,Single,5,Chennai,SC,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0
Elise,Taylor,Female,42,072-5180-18,Graduation,Mechanic,Single,5,Bangalore,OBC,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0
Sophia,Martin,Female,40,198-1003-90,Post graduation,Teaching faculty,Married,3,Raipur,NT/DNT,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0
Henry,Lloyd,Male,41,240-1845-20,Primary,Lawyer,Married,1,Raipur,General,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0
Roman,Andrews,Male,43,326-3634-88,Graduation,Pharmacist,Single,3,Bangalore,General,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1
Rafael,Hamilton,Male,42,687-6804-69,Senior Secondary,Business,Married,3,Patna,General,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0
Patrick,Lloyd,Male,48,523-3260-36,Secondary,Pharmacist,Married,1,Lucknow,OBC,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0
Martin,Ross,Male,44,247-4567-77,Illiterate,Police,Married,4,Patna,Prefer Not to say,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1
Stuart,Rogers,Male,48,035-0798-70,Secondary,Plumber,Single,2,Patna,ST,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1
Briony,Hamilton,Female,42,338-5568-33,Primary,Clerk,Single,3,Lucknow,NT/DNT,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1
Stella,Parker,Female,44,329-0873-03,Senior Secondary,Accountant,Married,4,Lucknow,Prefer Not to say,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1
Mike,Perkins,Male,46,476-3851-48,Illiterate,Mechanic,Married,1,Delhi,ST,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1
Elian,Perry,Male,48,212-6024-28,Secondary,Production Engineer,Married,5,Mumbai,General,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1
Aiden,Turner,Male,41,464-2024-65,Senior Secondary,Lawyer,Married,3,Lucknow,Prefer Not to say,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0
Ted,Ryan,Male,40,840-5810-35,Senior Secondary,Plumber,Single,2,Patna,Prefer Not to say,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1
Elian,Chapman,Male,70,118-2837-55,Senior Secondary,Production Engineer,Single,4,Lucknow,ST,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1
Julia,Richardson,Female,69,215-6967-84,Senior Secondary,Civil Engineer,Single,0,Hyderabad,SC,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1
Walter,Roberts,Male,62,852-3810-53,Senior Secondary,Lawyer,Single,3,Chennai,Prefer Not to say,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1
Ryan,Carroll,Male,61,260-5461-07,Senior Secondary,Mechanic,Single,4,Bangalore,SC,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1
Deanna,Morrison,Female,66,872-5290-03,Post graduation,Data Analyst,Single,2,Raipur,ST,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0
Kellan,Thompson,Male,70,410-6859-05,Primary,Police,Married,0,Patna,ST,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1
Thomas,Casey,Male,62,964-1390-26,Illiterate,Production Engineer,Married,0,Mumbai,ST,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1
Eleanor,Williams,Female,63,530-9413-39,Senior Secondary,Civil Engineer,Married,0,Hyderabad,Prefer Not to say,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1
Bruce,Casey,Male,70,685-2515-28,Post graduation,Architect,Married,4,Hyderabad,SC,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1
Cherry,Mason,Female,66,182-7939-14,Secondary,Doctor,Single,4,Raipur,Prefer Not to say,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0
Mike,Fowler,Male,62,314-5989-89,Primary,Mechanic,Single,1,Kochi,General,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1
Amanda,Campbell,Female,63,485-1702-28,Senior Secondary,Pharmacist,Married,5,Chennai,SC,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1
Martin,Parker,Male,68,884-0667-10,Secondary,Mechanic,Single,1,Raipur,Prefer Not to say,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0
Michelle,Lloyd,Female,69,332-6941-13,Graduation,Business,Single,3,Lucknow,Prefer Not to say,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0
Adrianna,Montgomery,Female,66,811-8280-40,Primary,Software Developer,Married,4,Hyderabad,ST,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0
Kevin,Farrell,Male,66,447-7580-25,Illiterate,Data Analyst,Single,4,Delhi,Prefer Not to say,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0
Lyndon,Andrews,Male,63,844-4610-89,Illiterate,Clerk,Single,1,Patna,OBC,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1
Bruce,Alexander,Male,62,322-2390-91,Primary,Lawyer,Married,2,Kolkata,OBC,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0
Melanie,Wilson,Female,63,386-0713-41,Primary,Architect,Single,0,Chennai,General,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1
Frederick,Warren,Male,64,680-0421-79,Senior Secondary,Architect,Single,2,Mumbai,Prefer Not to say,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1
Alberta,Hall,Female,68,295-1762-15,Graduation,Lawyer,Married,3,Kochi,SC,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1
Dainton,Johnston,Male,65,782-3550-20,Senior Secondary,Clerk,Married,0,Raipur,Prefer Not to say,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1
Lenny,Kelley,Male,62,050-4578-74,Senior Secondary,Plumber,Married,2,Chennai,Prefer Not to say,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0
Jordan,Cameron,Male,68,949-3421-64,Post graduation,Police,Single,0,Raipur,Prefer Not to say,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1
Florrie,Howard,Female,69,522-5363-14,Senior Secondary,Civil Engineer,Single,0,Raipur,NT/DNT,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1
Lydia,Harris,Female,70,340-2711-04,Graduation,Software Developer,Single,5,Kolkata,OBC,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1
Agata,Clark,Female,62,074-6929-76,Illiterate,Pharmacist,Married,0,Chennai,SC,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1
Lucas,Davis,Male,68,927-4253-03,Illiterate,Production Engineer,Single,5,Kochi,NT/DNT,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1
Edith,Andrews,Female,62,141-0235-37,Senior Secondary,Production Engineer,Single,1,Lucknow,General,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
Charlotte,Morgan,Female,64,682-6979-06,Primary,Software Developer,Married,5,Lucknow,General,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0
Stuart,Reed,Male,68,525-6463-93,Primary,Architect,Married,0,Mumbai,Prefer Not to say,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1
Sawyer,Phillips,Male,67,518-5920-04,Illiterate,Accountant,Single,5,Patna,General,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1
Alan,Myers,Male,62,374-3993-74,Senior Secondary,Data Analyst,Single,5,Chennai,Prefer Not to say,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
Adrianna,Watson,Female,66,504-9489-84,Primary,Lawyer,Single,4,Mumbai,ST,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1
Marcus,Fowler,Male,61,482-1878-37,Graduation,Software Developer,Married,1,Lucknow,NT/DNT,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
Honey,Cameron,Female,69,465-0006-72,Illiterate,Police,Single,3,Kochi,NT/DNT,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0
Julia,Hill,Female,64,409-0594-68,Senior Secondary,Civil Engineer,Married,1,Bangalore,NT/DNT,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0
Miller,Tucker,Male,62,211-9946-25,Post graduation,Clerk,Married,4,Bangalore,General,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1
Adelaide,Evans,Female,61,960-7767-74,Graduation,Data Analyst,Married,4,Chennai,OBC,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Violet,Martin,Female,64,634-6787-86,Graduation,Pharmacist,Single,0,Kolkata,General,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0
Ryan,Casey,Male,61,410-6617-62,Graduation,Production Engineer,Married,1,Kolkata,NT/DNT,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1
Adrian,Andrews,Male,61,079-4027-89,Secondary,Doctor,Single,5,Patna,OBC,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1
Victoria,Ross,Female,69,433-0766-25,Secondary,Teaching faculty,Single,0,Hyderabad,SC,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0
Fenton,Campbell,Male,63,137-1107-62,Primary,Accountant,Single,4,Delhi,SC,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1
Ryan,Fowler,Male,66,093-4043-72,Senior Secondary,Pharmacist,Single,2,Patna,General,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0
Tess,Johnson,Female,64,071-1654-02,Secondary,Police,Single,2,Hyderabad,General,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0
Brianna,Chapman,Female,66,256-5111-44,Post graduation,Data Analyst,Married,0,Lucknow,NT/DNT,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1
Charlie,Armstrong,Male,66,181-2274-45,Secondary,Civil Engineer,Single,1,Kochi,OBC,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0
Chelsea,Ellis,Female,65,777-7511-96,Senior Secondary,Mechanic,Single,5,Delhi,NT/DNT,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1
Daisy,Sullivan,Female,70,342-2093-48,Senior Secondary,Mechanic,Single,3,Chennai,General,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1
Kevin,Thompson,Male,68,427-4456-91,Secondary,Accountant,Married,1,Bangalore,NT/DNT,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0
Arianna,Evans,Female,67,459-9630-05,Senior Secondary,Clerk,Single,3,Kolkata,NT/DNT,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0
Fenton,Riley,Male,61,050-1212-89,Post graduation,Software Developer,Married,4,Kolkata,General,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1
Chloe,Kelley,Female,62,711-1207-83,Primary,Business,Married,2,Chennai,General,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0
Agata,Kelly,Female,69,830-7160-16,Graduation,Teaching faculty,Married,3,Lucknow,NT/DNT,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Adam,Adams,Male,68,521-4202-88,Graduation,Police,Single,1,Mumbai,SC,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
Roland,Cole,Male,68,654-8589-36,Secondary,Architect,Single,1,Raipur,Prefer Not to say,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1
Belinda,Roberts,Female,62,318-2612-98,Graduation,Doctor,Single,2,Raipur,Prefer Not to say,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0
Mike,Ross,Male,62,461-1165-21,Senior Secondary,Police,Single,2,Kolkata,OBC,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0
Audrey,Parker,Female,62,117-9349-58,Secondary,Plumber,Married,3,Hyderabad,ST,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1
Savana,Carter,Female,61,233-8605-85,Primary,Pharmacist,Single,2,Mumbai,Prefer Not to say,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0
Jacob,Brooks,Male,69,730-2513-64,Secondary,Police,Single,2,Delhi,SC,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
Ada,Clark,Female,69,811-2921-46,Graduation,Production Engineer,Single,1,Chennai,Prefer Not to say,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1
Carlos,Higgins,Male,69,536-6386-36,Senior Secondary,Business,Married,1,Kolkata,Prefer Not to say,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0
Sawyer,Payne,Male,69,244-4450-00,Post graduation,Mechanic,Single,5,Mumbai,NT/DNT,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
